Event ID;Name Event;Beschreibung (Zusammenfassung);Kategorie;Subkategorie;Datum Start;Datum Ende;Startzeit;Endzeit;Ort;Location;"Location 
Google Maps Link";Website Anbieter;Email Anbieter;"Telefonnummer 
Anbieter";Anmeldung erfoderlich?;Bild / Flyer vom Anbieter;Beschreibung detailliert;Quelle;Eventhinweis vom Aggregator
2026-11-29-0027;Rauhnacht-Vorbereitung: Intention und Reinigung;Ein Ritualabend zur Vorbereitung der dunklen Jahreszeit mit Räucherwerk und Journaling.;Heilsame Angebote;Zeremonie;2026-11-29;2026-11-29;17:00;21:00;Wiesbaden;Studio Nerotal;https://maps.example/?q=studio+nerotal+wiesbaden;https://www.rauhnacht-vorbereitung-intention-und-reinigung.example;kontakt@rauhnacht-vorbereitung-intention-und-reinigung.example;+49 611 88027 1327;ja;bilder/heilsame_angebote/2026-11-29-0027_rauhnacht_vorbereitung_intention_und_reinigung.png;Das fiktive Event „Rauhnacht-Vorbereitung: Intention und Reinigung“ findet in Wiesbaden, inspiriert von Quellen, Kurparkruhe und sanfter Eleganz statt. Regeneration, Nervensystem, Berührung, Ritual und innere Integration bilden den roten Faden. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Rauhnacht-Vorbereitung: Intention und Reinigung bietet einen geschützten Rahmen für Regeneration, innere Sammlung und heilsame Selbstbegegnung. Die Session verbindet achtsame Anleitung, Körperwahrnehmung, ruhige Musik und Integrationszeit. Je nach Schwerpunkt stehen Atem, Berührung, Klang, Ritual oder Naturkontakt im Vordergrund. Teilnehmende werden eingeladen, nichts zu erzwingen, sondern dem eigenen Tempo und den Signalen des Körpers mit Freundlichkeit zu folgen.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Wiesbaden;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-12-05-0028;Transformational Breathwork: Mut & Weichheit;Eine intensive Atemreise mit Körperarbeit, Musik und sorgsamer Nachintegration.;Heilsame Angebote;Breathwork;2026-12-05;2026-12-05;15:00;19:00;Darmstadt;Lernhaus Lichtwiese;https://maps.example/?q=lernhaus+lichtwiese+darmstadt;https://www.transformational-breathwork-mut-weichheit.example;kontakt@transformational-breathwork-mut-weichheit.example;+49 6151 88028 1328;ja;bilder/heilsame_angebote/2026-12-05-0028_transformational_breathwork_mut_weichheit.png;Das fiktive Event „Transformational Breathwork: Mut & Weichheit“ findet in Darmstadt, zwischen kreativer Atelierkultur, Rosenhöhe und bewusster Forschung am Menschsein statt. Regeneration, Nervensystem, Berührung, Ritual und innere Integration bilden den roten Faden. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Transformational Breathwork: Mut & Weichheit bietet einen geschützten Rahmen für Regeneration, innere Sammlung und heilsame Selbstbegegnung. Die Session verbindet achtsame Anleitung, Körperwahrnehmung, ruhige Musik und Integrationszeit. Je nach Schwerpunkt stehen Atem, Berührung, Klang, Ritual oder Naturkontakt im Vordergrund. Teilnehmende werden eingeladen, nichts zu erzwingen, sondern dem eigenen Tempo und den Signalen des Körpers mit Freundlichkeit zu folgen.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Darmstadt;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2027-01-16-0029;Reiki Share & Healing Circle;Ein offener Heilkreis für Reiki-Praktizierende und neugierige Menschen.;Heilsame Angebote;Energiearbeit;2027-01-16;2027-01-16;18:00;21:00;Heidelberg;Raum für Fluss und Stille;https://maps.example/?q=raum+fur+fluss+und+stille+heidelberg;https://www.reiki-share-healing-circle.example;kontakt@reiki-share-healing-circle.example;+49 6221 88029 1329;empfohlen;bilder/heilsame_angebote/2027-01-16-0029_reiki_share_healing_circle.png;Das fiktive Event „Reiki Share & Healing Circle“ findet in Heidelberg, mit Neckarblick, Altstadtwärme und der ruhigen Weite der umliegenden Hügel statt. Regeneration, Nervensystem, Berührung, Ritual und innere Integration bilden den roten Faden. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Reiki Share & Healing Circle bietet einen geschützten Rahmen für Regeneration, innere Sammlung und heilsame Selbstbegegnung. Die Session verbindet achtsame Anleitung, Körperwahrnehmung, ruhige Musik und Integrationszeit. Je nach Schwerpunkt stehen Atem, Berührung, Klang, Ritual oder Naturkontakt im Vordergrund. Teilnehmende werden eingeladen, nichts zu erzwingen, sondern dem eigenen Tempo und den Signalen des Körpers mit Freundlichkeit zu folgen.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Heidelberg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2027-02-06-0030;Yin Yoga & Faszien Release;Eine langsame Praxis für tiefe Entspannung, Faszienpflege und innere Sammlung.;Heilsame Angebote;Bewegung;2027-02-06;2027-02-06;17:00;20:00;Aschaffenburg;Seminarraum Morgenmain;https://maps.example/?q=seminarraum+morgenmain+aschaffenburg;https://www.yin-yoga-faszien-release.example;kontakt@yin-yoga-faszien-release.example;+49 6021 88030 1330;ja;bilder/heilsame_angebote/2027-02-06-0030_yin_yoga_faszien_release.png;Das fiktive Event „Yin Yoga & Faszien Release“ findet in Aschaffenburg, wo Mainufer, Parkgrün und warme Sandsteinfarben eine geerdete Atmosphäre schaffen statt. Regeneration, Nervensystem, Berührung, Ritual und innere Integration bilden den roten Faden. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Yin Yoga & Faszien Release bietet einen geschützten Rahmen für Regeneration, innere Sammlung und heilsame Selbstbegegnung. Die Session verbindet achtsame Anleitung, Körperwahrnehmung, ruhige Musik und Integrationszeit. Je nach Schwerpunkt stehen Atem, Berührung, Klang, Ritual oder Naturkontakt im Vordergrund. Teilnehmende werden eingeladen, nichts zu erzwingen, sondern dem eigenen Tempo und den Signalen des Körpers mit Freundlichkeit zu folgen.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Aschaffenburg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-07-18-0031;Mantra Singkreis: Stimmen des Herzens;Ein gemeinsamer Singkreis mit einfachen Mantras, Harmonien und stillen Momenten.;Singen & Musik;Singkreis;2026-07-18;2026-07-18;19:00;21:30;Frankfurt am Main;Mainraum Studio;https://maps.example/?q=mainraum+studio+frankfurt+am+main;https://www.mantra-singkreis-stimmen-des-herzens.example;kontakt@mantra-singkreis-stimmen-des-herzens.example;+49 69 88031 1331;empfohlen;bilder/singen_musik/2026-07-18-0031_mantra_singkreis_stimmen_des_herzens.png;"Das fiktive Event „Mantra Singkreis: Stimmen des Herzens“ findet im urbanen Rhythmus von Frankfurt am Main, nahe Mainufer und lebendiger Stadtenergie statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Mantra Singkreis: Stimmen des Herzens öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Frankfurt am Main;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-08-08-0032;Medicine Music Abend mit Liora & Friends;Ein intimes akustisches Konzert mit Gitarre, Harmonium, Rahmentrommel und Gesang.;Singen & Musik;Konzert;2026-08-08;2026-08-08;20:00;22:15;Mainz;Rheinlicht Raum;https://maps.example/?q=rheinlicht+raum+mainz;https://www.medicine-music-abend-mit-liora-friends.example;kontakt@medicine-music-abend-mit-liora-friends.example;+49 6131 88032 1332;ja;bilder/singen_musik/2026-08-08-0032_medicine_music_abend_mit_liora_friends.png;"Das fiktive Event „Medicine Music Abend mit Liora & Friends“ findet in Mainz, getragen von Rheinnähe, Altstadtwärme und einer offenen Kreisatmosphäre statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Medicine Music Abend mit Liora & Friends öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Mainz;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-08-21-0033;Sound Journey: Golden Silence;Eine liegende Klangreise mit Stimme, Monochord, Klangschalen und feinen Obertönen.;Singen & Musik;Klangreise;2026-08-21;2026-08-21;19:30;21:30;Wiesbaden;Quellenhaus Mitte;https://maps.example/?q=quellenhaus+mitte+wiesbaden;https://www.sound-journey-golden-silence.example;kontakt@sound-journey-golden-silence.example;+49 611 88033 1333;ja;bilder/singen_musik/2026-08-21-0033_sound_journey_golden_silence.png;"Das fiktive Event „Sound Journey: Golden Silence“ findet in Wiesbaden, inspiriert von Quellen, Kurparkruhe und sanfter Eleganz statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Sound Journey: Golden Silence öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Wiesbaden;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-09-12-0034;Circle Singing im Kerzenschein;Ein improvisierter Singabend für mehrstimmige Kreise, Rhythmus und spontane Melodien.;Singen & Musik;Singkreis;2026-09-12;2026-09-12;18:30;21:30;Darmstadt;Mathildenraum;https://maps.example/?q=mathildenraum+darmstadt;https://www.circle-singing-im-kerzenschein.example;kontakt@circle-singing-im-kerzenschein.example;+49 6151 88034 1334;empfohlen;bilder/singen_musik/2026-09-12-0034_circle_singing_im_kerzenschein.png;"Das fiktive Event „Circle Singing im Kerzenschein“ findet in Darmstadt, zwischen kreativer Atelierkultur, Rosenhöhe und bewusster Forschung am Menschsein statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Circle Singing im Kerzenschein öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Darmstadt;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-10-02-0035;Klangkonzert: Wasser, Stimme, Licht;Ein meditatives Konzert mit Waterphone, Stimme, Harfe und sphärischen Klangflächen.;Singen & Musik;Konzert;2026-10-02;2026-10-02;20:00;22:00;Heidelberg;Neckarlicht Studio;https://maps.example/?q=neckarlicht+studio+heidelberg;https://www.klangkonzert-wasser-stimme-licht.example;kontakt@klangkonzert-wasser-stimme-licht.example;+49 6221 88035 1335;ja;bilder/singen_musik/2026-10-02-0035_klangkonzert_wasser_stimme_licht.png;"Das fiktive Event „Klangkonzert: Wasser, Stimme, Licht“ findet in Heidelberg, mit Neckarblick, Altstadtwärme und der ruhigen Weite der umliegenden Hügel statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Klangkonzert: Wasser, Stimme, Licht öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Heidelberg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-10-18-0036;Frauenstimmen Kreis: Weichheit und Kraft;Ein geschützter Singkreis für intuitive Stimme, Körperklang und gemeinsames Lauschen.;Singen & Musik;Singkreis;2026-10-18;2026-10-18;16:00;19:00;Aschaffenburg;Mainbogen Atelier;https://maps.example/?q=mainbogen+atelier+aschaffenburg;https://www.frauenstimmen-kreis-weichheit-und-kraft.example;kontakt@frauenstimmen-kreis-weichheit-und-kraft.example;+49 6021 88036 1336;ja;bilder/singen_musik/2026-10-18-0036_frauenstimmen_kreis_weichheit_und_kraft.png;"Das fiktive Event „Frauenstimmen Kreis: Weichheit und Kraft“ findet in Aschaffenburg, wo Mainufer, Parkgrün und warme Sandsteinfarben eine geerdete Atmosphäre schaffen statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Frauenstimmen Kreis: Weichheit und Kraft öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Aschaffenburg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-11-14-0037;Gong & Voice Deep Rest;Ein regenerativer Klangabend mit Gongs, Obertongesang und ruhiger Integration.;Singen & Musik;Klangbad;2026-11-14;2026-11-14;19:00;21:00;Frankfurt am Main;Atelier Lichtbogen;https://maps.example/?q=atelier+lichtbogen+frankfurt+am+main;https://www.gong-voice-deep-rest.example;kontakt@gong-voice-deep-rest.example;+49 69 88037 1337;ja;bilder/singen_musik/2026-11-14-0037_gong_voice_deep_rest.png;"Das fiktive Event „Gong & Voice Deep Rest“ findet im urbanen Rhythmus von Frankfurt am Main, nahe Mainufer und lebendiger Stadtenergie statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Gong & Voice Deep Rest öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Frankfurt am Main;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-11-22-0038;Herbstlieder und Seelenklänge;Ein saisonaler Singkreis mit Liedern aus verschiedenen Traditionen und freier Improvisation.;Singen & Musik;Singkreis;2026-11-22;2026-11-22;17:00;20:00;Mainz;Hof der leisen Töne;https://maps.example/?q=hof+der+leisen+tone+mainz;https://www.herbstlieder-und-seelenklaenge.example;kontakt@herbstlieder-und-seelenklaenge.example;+49 6131 88038 1338;nein;bilder/singen_musik/2026-11-22-0038_herbstlieder_und_seelenklange.png;"Das fiktive Event „Herbstlieder und Seelenklänge“ findet in Mainz, getragen von Rheinnähe, Altstadtwärme und einer offenen Kreisatmosphäre statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Herbstlieder und Seelenklänge öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Mainz;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2027-01-23-0039;Sacred Strings: Harfe und Handpan;Ein ruhiges Healing-Konzert mit Harfe, Handpan und poetischen Zwischenräumen.;Singen & Musik;Konzert;2027-01-23;2027-01-23;19:30;21:30;Wiesbaden;Salon Sonnenberg;https://maps.example/?q=salon+sonnenberg+wiesbaden;https://www.sacred-strings-harfe-und-handpan.example;kontakt@sacred-strings-harfe-und-handpan.example;+49 611 88039 1339;ja;bilder/singen_musik/2027-01-23-0039_sacred_strings_harfe_und_handpan.png;"Das fiktive Event „Sacred Strings: Harfe und Handpan“ findet in Wiesbaden, inspiriert von Quellen, Kurparkruhe und sanfter Eleganz statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Sacred Strings: Harfe und Handpan öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Wiesbaden;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2027-01-30-0040;Neujahrs-Mantras für klare Ausrichtung;Ein Singabend für Intention, Neubeginn und stärkende Gemeinschaft.;Singen & Musik;Singkreis;2027-01-30;2027-01-30;18:00;20:30;Darmstadt;Atelier Waldspirale;https://maps.example/?q=atelier+waldspirale+darmstadt;https://www.neujahrs-mantras-fuer-klare-ausrichtung.example;kontakt@neujahrs-mantras-fuer-klare-ausrichtung.example;+49 6151 88040 1340;empfohlen;bilder/singen_musik/2027-01-30-0040_neujahrs_mantras_fur_klare_ausrichtung.png;"Das fiktive Event „Neujahrs-Mantras für klare Ausrichtung“ findet in Darmstadt, zwischen kreativer Atelierkultur, Rosenhöhe und bewusster Forschung am Menschsein statt. Stimme, Resonanz, gemeinsames Lauschen und musikalische Verbundenheit tragen die Erfahrung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Neujahrs-Mantras für klare Ausrichtung öffnet einen warmen Klangraum, in dem Stimme, Resonanz und Gemeinschaft im Mittelpunkt stehen. Vorkenntnisse sind nicht erforderlich; einfache Melodien, Mantras oder improvisierte Klangflächen ermöglichen ein natürliches Hineinfinden. Zwischen den musikalischen Sequenzen gibt es stille Momente zum Nachspüren. Das Event eignet sich für Menschen, die über Musik in Kontakt mit sich selbst, mit anderen und mit einer tieferen Qualität von Präsenz kommen möchten.";Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Darmstadt;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-07-24-0041;Stille & Atem Retreat am See;Ein dreitägiges Retreat mit Meditation, Breathwork, Naturzeit und achtsamer Integration.;Mehrtägige Events;Retreat;2026-07-24;2026-07-26;16:00;14:00;Heidelberg;Seminarhaus Philosophenweg;https://maps.example/?q=seminarhaus+philosophenweg+heidelberg;https://www.stille-atem-retreat-am-see.example;kontakt@stille-atem-retreat-am-see.example;+49 6221 88041 1341;ja;bilder/mehrtaegige_events/2026-07-24-0041_stille_atem_retreat_am_see.png;Das fiktive Event „Stille & Atem Retreat am See“ findet in Heidelberg, mit Neckarblick, Altstadtwärme und der ruhigen Weite der umliegenden Hügel statt. Mehrere Tage geben Raum für Vertiefung, Gemeinschaft, Integration und bewusste Ausrichtung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Stille & Atem Retreat am See ist als mehrtägiger Erfahrungsraum konzipiert und verbindet Praxis, Gemeinschaft und bewusste Erholung. Das Programm umfasst je nach Tagesstruktur Meditation, Bewegung, Sharing, Naturzeit, Musik, Ritual und Integrationsphasen. Die längere Dauer ermöglicht ein tieferes Eintauchen und ein nachhaltigeres Verankern neuer Erfahrungen. Der Rahmen bleibt bewusst fiktiv, beschreibt aber realistische Anforderungen an Anmeldung, Anreise, Übernachtung und Selbstverantwortung.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Heidelberg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
2026-08-13-0042;Conscious Summer Gathering;Ein kleines Sommerfestival mit Musik, Workshops, Tanz, Heilräumen und Gemeinschaft.;Mehrtägige Events;Festival;2026-08-13;2026-08-16;15:00;16:00;Aschaffenburg;Schöntal Raum;https://maps.example/?q=schontal+raum+aschaffenburg;https://www.conscious-summer-gathering.example;kontakt@conscious-summer-gathering.example;+49 6021 88042 1342;ja;bilder/mehrtaegige_events/2026-08-13-0042_conscious_summer_gathering.png;Das fiktive Event „Conscious Summer Gathering“ findet in Aschaffenburg, wo Mainufer, Parkgrün und warme Sandsteinfarben eine geerdete Atmosphäre schaffen statt. Mehrere Tage geben Raum für Vertiefung, Gemeinschaft, Integration und bewusste Ausrichtung. Die Beschreibung ist bewusst als realistisch klingender Demo-Content formuliert, bleibt aber vollständig erfunden und dient der Befüllung einer Web-App mit glaubwürdigen Beispieldaten. Conscious Summer Gathering ist als mehrtägiger Erfahrungsraum konzipiert und verbindet Praxis, Gemeinschaft und bewusste Erholung. Das Programm umfasst je nach Tagesstruktur Meditation, Bewegung, Sharing, Naturzeit, Musik, Ritual und Integrationsphasen. Die längere Dauer ermöglicht ein tieferes Eintauchen und ein nachhaltigeres Verankern neuer Erfahrungen. Der Rahmen bleibt bewusst fiktiv, beschreibt aber realistische Anforderungen an Anmeldung, Anreise, Übernachtung und Selbstverantwortung.;Fiktiver Rhein-Main-Neckar Veranstaltungskalender – Aschaffenburg;Die Veranstaltung wird von einem externen Veranstalter durchgeführt. Wir sind nicht Veranstalter und übernehmen keine Verantwortung für Durchführung, Inhalte, Preise, Verfügbarkeit, Änderungen, Absagen oder die Angaben des Veranstalters. Bitte prüfe aktuelle Informationen direkt beim Veranstalter.
